timestamp_local,outdoor_temperature_c,heat_truth_mw,heat_pred_mw,cool_truth_mw,cool_pred_mw
2023-01-02 03:00:00,3.0,2124.7137473893963,2183.59334009553,2.002901686249732e-13,0.0
2023-01-02 04:00:00,3.4,2099.0215451539607,2142.4318025496113,1.7459011274980302e-14,0.0
2023-01-02 05:00:00,3.5,2011.3345752475764,2095.0340888269793,1.3903539733512319e-14,0.0
2023-01-02 06:00:00,3.5,1892.041947008121,2003.0892434933767,4.0524338901102025e-14,0.0
2023-01-02 07:00:00,3.5,1849.1523086594182,1989.1243907720273,0.0,0.0
2023-01-02 08:00:00,3.7,1890.817231322389,1987.296120263311,4.747305867108436e-14,0.0
2023-01-02 09:00:00,4.0,1794.8867499007001,1829.9748471085304,6.562178507617016e-14,0.0
2023-01-02 10:00:00,4.3,1615.8289578472547,1710.226486343957,1.967346970835052e-13,0.0
2023-01-02 11:00:00,4.5,1257.2963759734046,1331.1880717967329,1.049101907692878e-13,0.0
2023-01-02 12:00:00,4.6,1137.6872437696616,1233.4446467848375,1.353737748428617e-13,0.0
2023-01-02 13:00:00,4.7,791.2735483351253,875.8517910456421,8.365815391689374e-16,0.0
2023-01-02 14:00:00,4.9,699.1716977994187,983.0979937081654,2.47229209605274e-15,0.0
2023-01-02 15:00:00,4.8,707.3355701959847,918.147053081906,8.527763862567289e-16,0.0
2023-01-02 16:00:00,4.4,1386.0351107357483,1549.4846293425985,0.0,0.0
2023-01-02 17:00:00,4.2,1671.762935651213,1782.742939811204,1.673163078337875e-15,0.0
2023-01-02 18:00:00,4.2,1595.6502591507501,1755.3038419693391,6.951769866756161e-15,0.0
2023-01-02 19:00:00,5.0,1587.6190169305391,1683.8277788727307,6.54284222753521e-15,0.0
2023-01-02 20:00:00,4.8,1686.0383861158814,1751.918122496646,1.0425434596375758e-13,0.0
2023-01-02 21:00:00,4.0,1818.9990988084714,1857.0518301938125,2.2360987902930735e-13,0.0
2023-01-02 22:00:00,3.6,1972.4231995135174,2046.9061084507503,2.1591379350866198e-13,0.0
2023-01-02 23:00:00,3.8,2041.9541997937263,2019.144830158548,3.555471541467983e-15,0.0
2023-01-03 00:00:00,4.2,2048.1849422896435,2045.1723609398973,9.859206367047703e-14,0.0
2023-01-03 01:00:00,3.1,2147.0639277379714,2172.6775986838484,2.1063823681701752e-13,0.0
2023-01-03 02:00:00,2.4,2290.227363215036,2219.1259700570017,2.7807079467024645e-14,0.0
2023-01-03 03:00:00,2.8,2240.1881096343454,2194.2076989628586,2.0077956940054494e-14,0.0
2023-01-03 04:00:00,3.1,2206.916860469188,2172.340373923609,1.8654590852766167e-13,0.0
2023-01-03 05:00:00,4.4,2026.125206354739,2006.4399086782803,1.673163078337875e-15,0.0
2023-01-03 06:00:00,5.7,1789.9572449261966,1720.7775439525346,0.0,0.0
